Country.of.Origin,Region,Harvest.Year,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters
9,217,2016.0,2,4,0.13333333333333333,0.13333333333333333,0.1364256480218281,0.13333333333333333,0.1303780964797914,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.012121212121212121,0.1,0,2.0,2,2,1219.2,1219.2,1219.2
0,273,2015.0,28,2,0.13333333333333333,0.13333333333333333,0.13192612137203166,0.13333333333333333,0.13192612137203166,0.13192612137203166,0.1,0.1,0.1,0.13333333333333333,0.012084592145015106,0.11,0,2.0,1,1,905.0,905.0,905.0
19,150,2012.0,27,0,0.1303780964797914,0.13192612137203166,0.1347708894878706,0.13192612137203166,0.13192612137203166,0.1347708894878706,0.1,0.1,0.11534025374855825,0.1303780964797914,0.012257906349595489,0.11,0,0.0,2,2,1650.0,1650.0,1650.0
11,68,2015.0,5,4,0.13333333333333333,0.13333333333333333,0.1394700139470014,0.1347708894878706,0.13333333333333333,0.13333333333333333,0.1,0.1,0.1,0.13192612137203166,0.012169891687963976,0.11,0,1.0,1,2,1500.0,1500.0,1500.0
3,254,2014.0,5,0,0.1303780964797914,0.1277139208173691,0.1303780964797914,0.12903225806451613,0.1303780964797914,0.1277139208173691,0.1,0.1,0.1,0.13333333333333333,0.011916110581506196,0.12,0,0.0,2,3,1550.0,1550.0,1550.0
3,117,2015.0,5,4,0.125,0.13333333333333333,0.13333333333333333,0.1303780964797914,0.125,0.1277139208173691,0.1,0.1,0.1,0.1303780964797914,0.011880717595342758,0.0,0,0.0,1,0,1600.0,1950.0,1775.0
3,117,2015.0,5,4,0.1277139208173691,0.1303780964797914,0.12903225806451613,0.13192612137203166,0.12626262626262627,0.12903225806451613,0.1,0.1,0.1,0.12903225806451613,0.011869436201780416,0.12,4,0.0,2,2,1600.0,1950.0,1775.0
0,46,2012.0,4,3,0.1347708894878706,0.13333333333333333,0.13793103448275862,0.13333333333333333,0.13333333333333333,0.1347708894878706,0.1,0.1,0.1,0.1347708894878706,0.012195121951219513,0.11,0,0.0,0,1,1050.0,1050.0,1050.0
9,204,2016.0,2,4,0.13192612137203166,0.1277139208173691,0.13192612137203166,0.1277139208173691,0.1277139208173691,0.1303780964797914,0.1,0.1,0.1,0.1277139208173691,0.011880717595342758,0.1,0,0.0,2,2,3280.0,3280.0,3280.0
9,217,2013.0,2,4,0.1277139208173691,0.1303780964797914,0.1364256480218281,0.1303780964797914,0.1303780964797914,0.1277139208173691,0.1,0.1,0.1,0.1303780964797914,0.011951715071112704,0.11,0,0.0,2,2,1310.64,1310.64,1310.64
9,217,2013.0,2,4,0.1347708894878706,0.1364256480218281,0.13793103448275862,0.1347708894878706,0.1347708894878706,0.13333333333333333,0.1,0.1,0.1,0.14124293785310735,0.012281994595922378,0.12,0,0.0,2,4,1310.64,1310.64,1310.64
9,217,2013.0,2,4,0.1277139208173691,0.1303780964797914,0.1394700139470014,0.1364256480218281,0.13333333333333333,0.1303780964797914,0.1,0.1,0.1,0.1364256480218281,0.012121212121212121,0.11,0,0.0,2,0,1310.64,1310.64,1310.64
0,181,2018.0,2,0,0.12804097311139565,0.12804097311139565,0.12690355329949238,0.12903225806451613,0.13550135501355015,0.12121212121212122,0.10526315789473684,0.1,0.1,0.12300123001230011,0.011834319526627219,0.0,0,0.0,2,4,1009.9714285714285,1023.5714285714286,1016.7714285714285
27,195,2014.0,27,3,0.13333333333333333,0.13333333333333333,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.1,0.1,0.1,0.13793103448275862,0.012307692307692308,0.11,0,0.0,2,0,650.0,650.0,650.0
21,131,2013.0,5,4,0.12626262626262627,0.12121212121212122,0.125,0.12004801920768307,0.125,0.12376237623762376,0.1,0.1,0.1,0.125,0.01155001155001155,0.08,0,0.0,2,2,1055.5555555555557,1129.1666666666667,1092.3611111111113
31,13,2014.0,15,4,0.1303780964797914,0.12239902080783353,0.125,0.125,0.12239902080783353,0.12376237623762376,0.1,0.1,0.1,0.12376237623762376,0.011604966925844262,0.0,0,0.0,3,0,1941.0,1941.0,1941.0
9,253,2017.0,2,4,0.13333333333333333,0.13333333333333333,0.1347708894878706,0.13192612137203166,0.1303780964797914,0.13333333333333333,0.1,0.1,0.1,0.13192612137203166,0.012084592145015106,0.1,0,0.0,2,1,1219.2,1219.2,1219.2
19,304,2012.0,27,3,0.13793103448275862,0.1364256480218281,0.1394700139470014,0.13793103448275862,0.14124293785310735,0.14285714285714285,0.11534025374855825,0.1,0.1,0.14285714285714285,0.012698412698412698,0.14,0,0.0,3,0,1250.0,1250.0,1250.0
4,285,2016.0,5,4,0.13192612137203166,0.1277139208173691,0.1277139208173691,0.125,0.1303780964797914,0.13192612137203166,0.1,0.1,0.1,0.12626262626262627,0.011845534233593935,0.1,0,0.0,0,3,1300.0,1300.0,1300.0
9,12,2015.0,2,4,0.1277139208173691,0.1303780964797914,0.13793103448275862,0.1303780964797914,0.12903225806451613,0.13333333333333333,0.1,0.1,0.1,0.1364256480218281,0.012048192771084338,0.11,0,0.0,2,2,1500.0,1500.0,1500.0
11,68,2014.0,5,0,0.13333333333333333,0.13333333333333333,0.1364256480218281,0.1364256480218281,0.1364256480218281,0.1364256480218281,0.1,0.1,0.1,0.13333333333333333,0.012220457045093487,0.1,0,0.0,2,4,1350.0,1350.0,1350.0
0,273,2015.0,2,0,0.12903225806451613,0.13192612137203166,0.1347708894878706,0.1347708894878706,0.1364256480218281,0.1364256480218281,0.1,0.1,0.1,0.1347708894878706,0.0121580547112462,0.11,0,0.0,2,0,1100.0,1100.0,1100.0
9,217,2013.0,2,4,0.1364256480218281,0.1364256480218281,0.14641288433382138,0.13333333333333333,0.14285714285714285,0.1394700139470014,0.1,0.1,0.1,0.1394700139470014,0.012448649321548612,0.11,1,0.0,2,4,1310.64,1310.64,1310.64
9,128,2014.0,17,4,0.12903225806451613,0.1347708894878706,0.13793103448275862,0.12903225806451613,0.13333333333333333,0.1303780964797914,0.1,0.1,0.1,0.1347708894878706,0.012084592145015106,0.13,0,0.0,2,2,1524.0,1524.0,1524.0
21,131,2010.0,5,4,0.1277139208173691,0.13192612137203166,0.13192612137203166,0.1277139208173691,0.12903225806451613,0.1303780964797914,0.1,0.1,0.1,0.11764705882352941,0.011799410029498525,0.18,0,0.0,2,2,800.0,1050.0,925.0
9,12,2016.0,2,4,0.1303780964797914,0.1347708894878706,0.14641288433382138,0.1394700139470014,0.1347708894878706,0.1394700139470014,0.1,0.1,0.1,0.14285714285714285,0.012396181975951407,0.11,0,0.0,2,0,1500.0,1500.0,1500.0
27,331,2014.0,27,4,0.12626262626262627,0.1277139208173691,0.12903225806451613,0.13192612137203166,0.13333333333333333,0.1364256480218281,0.1,0.1,0.1,0.1364256480218281,0.012012012012012012,0.1,0,0.0,2,0,800.0,800.0,800.0
9,217,2014.0,15,4,0.13333333333333333,0.1347708894878706,0.1394700139470014,0.13192612137203166,0.13793103448275862,0.1347708894878706,0.1,0.1,0.1,0.1394700139470014,0.012269938650306749,0.12,0,0.0,2,0,1219.2,1219.2,1219.2
2,324,2015.0,3,4,0.13333333333333333,0.1303780964797914,0.1364256480218281,0.1303780964797914,0.1303780964797914,0.1303780964797914,0.1,0.1,0.1,0.1303780964797914,0.012023566189731874,0.11,0,0.0,2,0,1200.0,1200.0,1200.0
19,151,2012.0,2,4,0.13192612137203166,0.1347708894878706,0.13793103448275862,0.13192612137203166,0.13793103448275862,0.1394700139470014,0.1,0.1,0.1,0.1347708894878706,0.012244398187829068,0.11,0,0.0,2,2,1400.0,1400.0,1400.0
3,254,2014.0,5,4,0.12903225806451613,0.13192612137203166,0.13333333333333333,0.13192612137203166,0.12903225806451613,0.1277139208173691,0.1,0.1,0.1,0.13192612137203166,0.011964584828906437,0.0,0,0.0,2,0,1550.0,1550.0,1550.0
19,225,2012.0,27,4,0.1347708894878706,0.13793103448275862,0.14285714285714285,0.14285714285714285,0.13793103448275862,0.14124293785310735,0.125,0.1,0.1,0.14450867052023122,0.012833675564681724,0.11,0,0.0,2,3,1248.0,1248.0,1248.0
13,278,2017.0,11,1,0.1303780964797914,0.1303780964797914,0.1277139208173691,0.13192612137203166,0.1277139208173691,0.1277139208173691,0.1,0.1,0.1,0.125,0.011845534233593935,0.0,0,0.0,0,3,1400.0,1400.0,1400.0
29,54,2014.0,5,4,0.1364256480218281,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.1303780964797914,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.012121212121212121,0.11,0,0.0,2,0,1400.0,1500.0,1450.0
19,167,2012.0,27,3,0.1364256480218281,0.13333333333333333,0.1364256480218281,0.1364256480218281,0.1364256480218281,0.1347708894878706,0.1,0.1,0.1,0.13793103448275862,0.012269938650306749,0.11,0,0.0,2,6,1000.0,1000.0,1000.0
32,149,2013.0,9,0,0.12903225806451613,0.125,0.12626262626262627,0.12376237623762376,0.12903225806451613,0.125,0.10718113612004287,0.10718113612004287,0.10718113612004287,0.12239902080783353,0.011951715071112704,0.0,0,0.0,2,0,518.1600000000001,518.1600000000001,518.1600000000001
29,292,2013.0,5,4,0.13333333333333333,0.13793103448275862,0.1347708894878706,0.12903225806451613,0.12239902080783353,0.13333333333333333,0.1,0.1,0.1,0.1347708894878706,0.012048192771084338,0.0,0,0.0,2,0,1087.49208,1102.49208,1094.99208
9,217,2013.0,2,4,0.14124293785310735,0.14450867052023122,0.1579778830963665,0.14285714285714285,0.14450867052023122,0.14285714285714285,0.1,0.1,0.1,0.1620745542949757,0.012916559028674762,0.11,2,0.0,2,15,1310.64,1310.64,1310.64
32,149,2013.0,9,0,0.1364256480218281,0.12903225806451613,0.13192612137203166,0.1364256480218281,0.1277139208173691,0.1303780964797914,0.1,0.1,0.1,0.13192612137203166,0.01203659123736158,0.12,0,0.0,1,8,518.1600000000001,518.1600000000001,518.1600000000001
9,216,2013.0,5,4,0.1303780964797914,0.13793103448275862,0.14124293785310735,0.1364256480218281,0.1394700139470014,0.13793103448275862,0.1,0.1,0.1,0.14124293785310735,0.012371644191513053,0.11,0,0.0,2,1,1200.0,1200.0,1200.0
0,273,2016.0,28,0,0.1394700139470014,0.13192612137203166,0.14641288433382138,0.13333333333333333,0.12903225806451613,0.13793103448275862,0.1,0.1,0.1,0.12903225806451613,0.012220457045093487,0.0,0,0.0,2,1,1.0,1.0,1.0
19,301,2012.0,27,4,0.13793103448275862,0.14641288433382138,0.14450867052023122,0.14124293785310735,0.13793103448275862,0.14124293785310735,0.1,0.1,0.1,0.1364256480218281,0.012539184952978056,0.12,0,0.0,2,7,1100.0,1100.0,1100.0
9,217,2012.0,2,4,0.14285714285714285,0.1364256480218281,0.13333333333333333,0.1364256480218281,0.14285714285714285,0.1364256480218281,0.1,0.1,0.1,0.1394700139470014,0.012396181975951407,0.11,0,0.0,2,2,3847.524517948717,3872.9984666666646,3860.261492307691
19,151,2013.0,27,4,0.1364256480218281,0.14285714285714285,0.14814814814814814,0.14124293785310735,0.1394700139470014,0.13793103448275862,0.10718113612004287,0.1,0.1,0.14285714285714285,0.012671059300557527,0.12,0,0.0,2,8,1300.0,1300.0,1300.0
32,149,2012.0,9,0,0.1277139208173691,0.1277139208173691,0.1364256480218281,0.1394700139470014,0.12903225806451613,0.1303780964797914,0.1,0.1,0.1,0.13333333333333333,0.01203659123736158,0.1,0,0.0,1,0,518.1600000000001,518.1600000000001,518.1600000000001
19,64,2012.0,27,4,0.1347708894878706,0.13192612137203166,0.13333333333333333,0.1364256480218281,0.1347708894878706,0.1347708894878706,0.1,0.1,0.1,0.1347708894878706,0.012183235867446395,0.13,0,0.0,2,7,1300.0,1300.0,1300.0
9,116,2014.0,16,4,0.1364256480218281,0.1347708894878706,0.1394700139470014,0.13793103448275862,0.1347708894878706,0.1364256480218281,0.1,0.1,0.1,0.1364256480218281,0.012307692307692308,0.09,0,0.0,1,2,1700.0,1700.0,1700.0
17,194,2014.0,8,4,0.13192612137203166,0.1347708894878706,0.1364256480218281,0.1347708894878706,0.13192612137203166,0.13333333333333333,0.1,0.1,0.1,0.1347708894878706,0.0121580547112462,0.13,0,0.0,0,0,1180.0,1180.0,1180.0
3,13,2013.0,5,4,0.13192612137203166,0.1364256480218281,0.1394700139470014,0.1364256480218281,0.13793103448275862,0.11655011655011654,0.1,0.1,0.1,0.13333333333333333,0.012084592145015106,0.1,0,0.0,2,2,1300.0,1300.0,1300.0
26,105,2015.0,2,4,0.1277139208173691,0.12626262626262627,0.12903225806451613,0.1277139208173691,0.12903225806451613,0.12903225806451613,0.10718113612004287,0.10718113612004287,0.10718113612004287,0.125,0.012072920439454304,0.11,0,0.0,1,0,1900.0,1900.0,1900.0
0,273,2015.0,2,4,0.13793103448275862,0.1347708894878706,0.13793103448275862,0.13333333333333333,0.13333333333333333,0.1347708894878706,0.1,0.1,0.1,0.1364256480218281,0.012244398187829068,0.1,0,0.0,2,2,1260.0,1260.0,1260.0
19,251,2012.0,27,4,0.125,0.12903225806451613,0.1364256480218281,0.1364256480218281,0.14124293785310735,0.1303780964797914,0.10718113612004287,0.1,0.1,0.1277139208173691,0.012146240738491437,0.11,0,0.0,2,0,1200.0,1400.0,1300.0
19,304,2012.0,27,4,0.13192612137203166,0.1347708894878706,0.13793103448275862,0.12903225806451613,0.1364256480218281,0.1347708894878706,0.1,0.1,0.1,0.1364256480218281,0.012183235867446395,0.11,0,0.0,2,1,1250.0,1250.0,1250.0
3,117,2016.0,5,4,0.1303780964797914,0.1303780964797914,0.13333333333333333,0.1303780964797914,0.1303780964797914,0.13192612137203166,0.1,0.1,0.1,0.1303780964797914,0.011987532965715655,0.11,0,0.0,2,2,442.0,442.0,442.0
3,117,2014.0,5,4,0.1277139208173691,0.12903225806451613,0.13192612137203166,0.13192612137203166,0.12903225806451613,0.12903225806451613,0.1,0.1,0.1,0.1303780964797914,0.011916110581506196,0.0,1,0.0,3,1,1515.64,1655.64,1585.64
9,217,2014.0,2,4,0.125,0.12626262626262627,0.1303780964797914,0.13192612137203166,0.13192612137203166,0.1303780964797914,0.1,0.1,0.1,0.12239902080783353,0.011823126034523528,0.09,0,0.0,2,0,1219.2,1219.2,1219.2
4,299,2015.0,5,4,0.13333333333333333,0.13333333333333333,0.1364256480218281,0.1394700139470014,0.14124293785310735,0.1394700139470014,0.1,0.1,0.1,0.1347708894878706,0.012319822594554638,0.11,0,0.0,1,0,1200.0,1400.0,1300.0
9,99,2015.0,4,4,0.12903225806451613,0.1303780964797914,0.1364256480218281,0.12903225806451613,0.13333333333333333,0.1347708894878706,0.1,0.1,0.1,0.13192612137203166,0.012048192771084338,0.11,0,0.0,2,2,1371.6,1371.6,1371.6
32,149,2010.0,9,0,0.12004801920768307,0.11876484560570072,0.12376237623762376,0.12121212121212122,0.12121212121212122,0.125,0.1,0.1,0.1,0.11655011655011654,0.011373976342129208,0.0,0,0.0,2,2,609.6,609.6,609.6
25,77,2014.0,15,4,0.14124293785310735,0.1364256480218281,0.1347708894878706,0.1364256480218281,0.1364256480218281,0.13333333333333333,0.1,0.1,0.1,0.1364256480218281,0.012295585884667405,0.14,0,0.0,2,3,1400.0,1400.0,1400.0
11,210,2014.0,5,4,0.1364256480218281,0.1364256480218281,0.1364256480218281,0.13333333333333333,0.13333333333333333,0.1277139208173691,0.1,0.1,0.1,0.1394700139470014,0.012195121951219513,0.11,0,0.0,2,5,1400.0,1400.0,1400.0
19,150,2012.0,5,4,0.1347708894878706,0.14124293785310735,0.14124293785310735,0.1364256480218281,0.13793103448275862,0.1394700139470014,0.1,0.1,0.1,0.14124293785310735,0.012434717731907486,0.12,4,0.0,2,16,1550.0,1550.0,1550.0
8,321,2010.0,15,0,0.1277139208173691,0.1277139208173691,0.12626262626262627,0.12376237623762376,0.12903225806451613,0.1277139208173691,0.1,0.1,0.1,0.12376237623762376,0.011719207781553968,0.05,0,0.0,2,2,1701.7426666666665,1898.8586666666667,1800.3006666666665
22,30,2012.0,4,4,0.1347708894878706,0.1347708894878706,0.13333333333333333,0.13192612137203166,0.13333333333333333,0.12903225806451613,0.1,0.1,0.1,0.13192612137203166,0.012084592145015106,0.0,0,0.0,2,4,1100.0,1100.0,1100.0
0,273,2016.0,28,0,0.13793103448275862,0.12903225806451613,0.14450867052023122,0.1347708894878706,0.13333333333333333,0.13192612137203166,0.1,0.1,0.1,0.13793103448275862,0.012244398187829068,0.0,0,0.0,2,0,1.0,1.0,1.0
19,55,2013.0,27,4,0.13192612137203166,0.13192612137203166,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.1,0.1,0.1,0.13192612137203166,0.012084592145015106,0.12,0,0.0,2,6,1550.0,1550.0,1550.0
32,149,2012.0,9,0,0.1277139208173691,0.125,0.12626262626262627,0.12903225806451613,0.12376237623762376,0.125,0.1,0.1,0.1,0.125,0.011684973124561814,0.0,0,0.0,2,1,518.1600000000001,518.1600000000001,518.1600000000001
3,13,2013.0,5,4,0.1347708894878706,0.1364256480218281,0.13333333333333333,0.1394700139470014,0.14124293785310735,0.12004801920768307,0.1,0.1,0.1,0.13333333333333333,0.012146240738491437,0.1,0,0.0,2,2,1300.0,1300.0,1300.0
9,20,2012.0,5,4,0.1277139208173691,0.13333333333333333,0.13333333333333333,0.125,0.1303780964797914,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.011976047904191617,0.1,0,0.0,2,5,1524.0,1524.0,1524.0
27,196,2016.0,27,4,0.13192612137203166,0.1303780964797914,0.1303780964797914,0.1303780964797914,0.12903225806451613,0.1277139208173691,0.1,0.1,0.1,0.12626262626262627,0.011893434823977166,0.1,0,0.0,1,4,968.0,968.0,968.0
20,319,2015.0,15,0,0.125,0.14124293785310735,0.14285714285714285,0.1364256480218281,0.14124293785310735,0.14450867052023122,0.1,0.1,0.1,0.14641288433382138,0.012461059190031152,0.11,1,0.0,2,26,914.4,914.4,914.4
3,117,2015.0,5,4,0.13192612137203166,0.13192612137203166,0.13793103448275862,0.12903225806451613,0.12903225806451613,0.11655011655011654,0.10718113612004287,0.1,0.1,0.13192612137203166,0.011987532965715655,0.12,0,0.0,2,1,1813.0,1813.0,1813.0
8,104,2014.0,7,0,0.12239902080783353,0.12239902080783353,0.125,0.12239902080783353,0.12376237623762376,0.12004801920768307,0.1,0.1,0.1,0.12004801920768307,0.011461318051575931,0.0,0,0.0,2,8,1700.0,2000.0,1850.0
11,44,2015.0,4,0,0.1347708894878706,0.1364256480218281,0.14285714285714285,0.1347708894878706,0.1364256480218281,0.1364256480218281,0.1,0.1,0.1,0.1364256480218281,0.012319822594554638,0.13,0,0.0,2,1,1450.0,1450.0,1450.0
9,217,2014.0,15,4,0.1364256480218281,0.1394700139470014,0.1519756838905775,0.1347708894878706,0.14124293785310735,0.14641288433382138,0.1,0.1,0.1,0.1519756838905775,0.012658227848101266,0.12,0,0.0,2,3,1219.2,1219.2,1219.2
19,56,2015.0,5,4,0.12903225806451613,0.13192612137203166,0.14124293785310735,0.13793103448275862,0.14124293785310735,0.13793103448275862,0.1,0.1,0.1,0.1394700139470014,0.012319822594554638,0.12,0,0.0,2,10,1200.0,1200.0,1200.0
19,304,2012.0,2,4,0.13333333333333333,0.13192612137203166,0.1347708894878706,0.1303780964797914,0.1364256480218281,0.1347708894878706,0.1,0.1,0.1,0.1364256480218281,0.0121580547112462,0.13,0,0.0,2,3,1170.0,1170.0,1170.0
19,304,2012.0,2,4,0.1277139208173691,0.1364256480218281,0.13793103448275862,0.13192612137203166,0.13793103448275862,0.1364256480218281,0.1,0.1,0.1,0.13793103448275862,0.012220457045093487,0.12,0,0.0,2,2,1500.0,1500.0,1500.0
19,64,2012.0,2,4,0.13333333333333333,0.1303780964797914,0.13333333333333333,0.13333333333333333,0.13192612137203166,0.13192612137203166,0.1,0.1,0.1,0.1303780964797914,0.012048192771084338,0.11,5,0.0,2,8,1200.0,1200.0,1200.0
9,217,2017.0,2,4,0.1347708894878706,0.13333333333333333,0.13793103448275862,0.13333333333333333,0.1364256480218281,0.1347708894878706,0.1,0.1,0.1,0.1347708894878706,0.012220457045093487,0.1,1,0.0,2,1,157.8864,157.8864,157.8864
11,168,2015.0,4,4,0.13793103448275862,0.13793103448275862,0.14285714285714285,0.1394700139470014,0.14124293785310735,0.14124293785310735,0.1,0.1,0.1,0.1364256480218281,0.012473493825620557,0.11,0,0.0,2,0,1400.0,1400.0,1400.0
19,151,2012.0,2,4,0.1277139208173691,0.12626262626262627,0.1303780964797914,0.12903225806451613,0.13333333333333333,0.12903225806451613,0.1,0.1,0.1,0.1277139208173691,0.011869436201780416,0.1,0,0.0,1,4,1400.0,1400.0,1400.0
30,90,2013.0,21,0,0.12903225806451613,0.12626262626262627,0.1303780964797914,0.1303780964797914,0.12121212121212122,0.12903225806451613,0.1,0.1,0.1,0.1277139208173691,0.011788282447247436,0.12,0,0.0,2,1,1400.0,1900.0,1650.0
19,304,2012.0,2,4,0.15384615384615385,0.14992503748125938,0.1557632398753894,0.1394700139470014,0.1364256480218281,0.15384615384615385,0.125,0.16666666666666666,0.1,0.1557632398753894,0.014084507042253521,0.11,0,0.0,2,0,1800.0,1800.0,1800.0
11,168,2014.0,4,4,0.1277139208173691,0.12903225806451613,0.125,0.1303780964797914,0.1303780964797914,0.1303780964797914,0.1,0.1,0.1,0.12239902080783353,0.011799410029498525,0.11,0,0.0,2,4,1450.0,1450.0,1450.0
3,41,2016.0,15,4,0.12376237623762376,0.1303780964797914,0.1277139208173691,0.1277139208173691,0.1303780964797914,0.1303780964797914,0.1,0.1,0.1,0.12903225806451613,0.011834319526627219,0.12,1,0.0,2,0,1800.0,1800.0,1800.0
4,285,2016.0,5,4,0.13192612137203166,0.13333333333333333,0.1347708894878706,0.1303780964797914,0.1347708894878706,0.13333333333333333,0.1,0.1,0.1,0.1303780964797914,0.012084592145015106,0.09,0,0.0,1,1,1850.0,1850.0,1850.0
9,217,2016.0,2,4,0.125,0.12626262626262627,0.12903225806451613,0.125,0.12626262626262627,0.1277139208173691,0.1,0.1,0.1,0.1277139208173691,0.011730205278592375,0.1,0,2.0,2,2,3847.524517948717,3872.9984666666646,3860.261492307691
9,238,2012.0,5,4,0.1303780964797914,0.13333333333333333,0.1364256480218281,0.125,0.1303780964797914,0.1303780964797914,0.1,0.1,0.1,0.1277139208173691,0.011951715071112704,0.1,0,0.0,2,0,1524.0,1524.0,1524.0
32,149,2014.0,9,0,0.13333333333333333,0.14124293785310735,0.1303780964797914,0.1303780964797914,0.1347708894878706,0.13192612137203166,0.10718113612004287,0.10718113612004287,0.10718113612004287,0.1364256480218281,0.012461059190031152,0.12,4,0.0,2,13,518.1600000000001,518.1600000000001,518.1600000000001
19,304,2012.0,2,4,0.1364256480218281,0.1364256480218281,0.1394700139470014,0.14124293785310735,0.13793103448275862,0.14285714285714285,0.1,0.1,0.1,0.14285714285714285,0.012473493825620557,0.12,0,0.0,2,12,1000.0,1000.0,1000.0
27,187,2012.0,27,4,0.1277139208173691,0.1277139208173691,0.12903225806451613,0.125,0.13333333333333333,0.12903225806451613,0.1,0.1,0.1,0.12903225806451613,0.011845534233593935,0.11,0,0.0,0,0,1200.0,1200.0,1200.0
19,152,2012.0,27,4,0.125,0.12626262626262627,0.1303780964797914,0.1394700139470014,0.1303780964797914,0.1347708894878706,0.10718113612004287,0.1,0.1,0.12903225806451613,0.012059816690786299,0.14,1,0.0,2,4,1400.0,1400.0,1400.0
0,273,2012.0,14,4,0.13192612137203166,0.13192612137203166,0.13793103448275862,0.13192612137203166,0.1347708894878706,0.13333333333333333,0.1,0.1,0.1,0.1347708894878706,0.012146240738491437,0.11,0,0.0,2,2,950.0,950.0,950.0
3,117,2016.0,5,4,0.12626262626262627,0.12903225806451613,0.13333333333333333,0.1303780964797914,0.12903225806451613,0.13333333333333333,0.1,0.1,0.1,0.1303780964797914,0.011940298507462687,0.0,1,0.0,2,4,1515.64,1655.64,1585.64
15,146,2017.0,23,4,0.14285714285714285,0.14124293785310735,0.14285714285714285,0.1394700139470014,0.13793103448275862,0.13793103448275862,0.1,0.1,0.1,0.14124293785310735,0.012526619065514218,0.11,0,1.0,2,5,1500.0,1500.0,1500.0
3,117,2012.0,5,4,0.13333333333333333,0.1347708894878706,0.1303780964797914,0.1364256480218281,0.13192612137203166,0.1364256480218281,0.1,0.1,0.1,0.1347708894878706,0.0121580547112462,0.12,0,0.0,2,1,1750.0,1750.0,1750.0
3,0,2011.0,5,4,0.1364256480218281,0.13192612137203166,0.1347708894878706,0.1347708894878706,0.1303780964797914,0.1303780964797914,0.1,0.1,0.1,0.13192612137203166,0.0120962864400629,0.11,0,0.0,2,0,1800.0,5900.0,3850.0
